name	agencyPattern	awardPattern
National Science Foundation	(?<!Swiss )(?!.*of China)()(?:National Science Foundation(?: \(NSF\))?)|(?<!Swiss )(?!.*of China)(?:NSF)	(?<!\d)\d{7}(?!\d)
